Concept,definition,uni_lemma,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Num_Parts,NPF,Rank_NPF,Sum_NPF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length,Toddler_Access,MN_Toddler_Access,MN_Toddler_Access_No_Tax,Phon_1st,SUBTLEX_PM,LN_SUBTLEX,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_Percent_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,Percent_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisFandS,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Percep,Num_Ency,Num_Tax
chocolate,chocolate,chocolate,eg_-_dark_chocolate,subordinate,c,l,taxonomic,19,43,13.256,4,NA,1,D,1,NA,0,0,19,3.1,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,chocolate_flavored,internal_surface_property,e,si,taste,18,43,12.558,5,77.54,6,ND,0.167,0.162,90.09,39.94,18,5.83,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,eg_-_milk_chocolate,subordinate,c,l,taxonomic,18,43,12.558,5,NA,1,D,1,NA,0,0,19,4,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,is_brown,external_surface_property,e,se,visual-colour,17,43,11.86,7,225.966,27,ND,0.037,0.052,0,0,8,5.75,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,a_candy_bar,superordinate,c,h,taxonomic,11,43,7.674,8,NA,1,D,1,NA,0,0,11,5.28,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,a_dessert,superordinate,c,h,taxonomic,10,43,6.977,9,NA,7,ND,0.143,NA,83.91,0,9,5.26,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,tastes_good,internal_surface_property,e,si,taste,10,43,6.977,9,254.754,36,ND,0.028,0.027,50.87,37.02,11,6.3,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,inbeh_-_melts,entity_behavior,e,b,visual-motion,9,43,6.279,11,39.799,4,ND,0.25,0.158,0,0,13,5.35,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
chocolate,chocolate,chocolate,made_with_sugar,made_of,e,m,encyclopaedic,9,43,6.279,11,112.347,12,ND,0.083,0.056,33.7,33.7,15,4.18,4.96,5.1,tS,421.03,6.04,9,7,3,229.44,70.44,0,12,7,1,14,0.228,0.215,194.51,4,19,0,1,0,1,0,3,0,0,60,2,5
church,church*,church,used_for_worshipping,function,s,f,function,30,56,16.071,1,16.071,1,D,1,1,0,0,20,2.78,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,associated_with_religion,associated_abstract_entity,e,ae,encyclopaedic,29,56,15.536,2,15.536,1,D,1,1,0,0,24,2.67,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,associated_with_God,associated_abstract_entity,e,ae,encyclopaedic,21,56,11.25,3,11.25,1,D,1,1,0,0,19,3.41,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,used_on_Sundays,time,s,t,encyclopaedic,21,56,11.25,3,11.25,1,D,1,1,0,0,15,3.42,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,a_building,superordinate,c,h,taxonomic,19,56,10.179,5,NA,4,ND,0.25,NA,0,0,10,4.65,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,has_pews,internal_component,e,ci,visual-form_and_surface,19,56,10.179,5,10.179,1,D,1,1,0,0,8,3.18,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,used_for_praying,function,s,f,function,19,56,10.179,5,10.179,1,D,1,1,0,0,16,3.64,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,has_a_pastor,associated_entity,s,e,encyclopaedic,17,56,9.107,8,9.107,1,D,1,1,0,0,12,3.39,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,has_a_congregation,associated_entity,s,e,encyclopaedic,14,56,7.5,9,7.5,1,D,1,1,0,0,18,2.07,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,is_holy/_sacred,associated_abstract_entity,e,ae,encyclopaedic,14,56,7.5,9,7.5,1,D,1,1,0,0,15,2.95,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,a_gathering_of_people,superordinate,c,h,taxonomic,13,56,6.964,11,NA,2,D,0.5,NA,0,0,21,3.83,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,has_Bibles,internal_component,e,ci,visual-form_and_surface,13,56,6.964,11,6.964,1,D,1,1,0,0,10,4.29,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
church,church*,church,has_a_choir,associated_entity,s,e,encyclopaedic,11,56,5.893,13,5.893,1,D,1,1,0,0,11,2.97,3.33,3.16,tS,1738.97,7.46,6,3,1,639.45,196.06,0,13,11,11,100,1,1,0,0,0,2,0,2,0,0,0,0,0,26,7,2
circus,circus,circus,has_clowns,associated_entity,s,e,encyclopaedic,37,43,25.814,1,25.814,1,D,1,1,0,0,10,5.11,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_animals,associated_entity,s,e,encyclopaedic,27,43,18.837,2,93.90899999999999,4,ND,0.25,0.201,0,0,11,5.47,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_a_tent,associated_entity,s,e,encyclopaedic,22,43,15.349,3,15.349,1,D,1,1,0,0,10,3.46,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_elephants,associated_entity,s,e,encyclopaedic,21,43,14.651,4,21.543,2,D,0.5,0.68,0,0,13,5.18,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_acrobats,associated_entity,s,e,encyclopaedic,17,43,11.86,5,11.86,1,D,1,1,0,0,12,3.79,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,used_for_entertainment,function,s,f,function,14,43,9.767,6,48.167,4,ND,0.25,0.203,0,0,22,4.03,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,associated_with_peanuts,associated_entity,s,e,encyclopaedic,13,43,9.07,7,9.07,1,D,1,1,0,0,23,3.43,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,associated_with_cotton_candy,associated_entity,s,e,encyclopaedic,12,43,8.372,8,8.372,1,D,1,1,0,0,28,4.05,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_a_ringmaster,associated_entity,s,e,encyclopaedic,12,43,8.372,8,8.372,1,D,1,1,0,0,16,2.79,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_children,associated_entity,s,e,encyclopaedic,12,43,8.372,8,27.834,3,ND,0.333,0.301,0,0,12,5.07,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_trapeze_artists,associated_entity,s,e,encyclopaedic,12,43,8.372,8,8.372,1,D,1,1,0,0,19,3.09,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,a_performance,superordinate,c,h,taxonomic,10,43,6.977,12,NA,1,D,1,NA,0,0,13,3.51,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_performers,internal_component,e,ci,visual-form_and_surface,10,43,6.977,12,6.977,1,D,1,1,0,0,14,3.25,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,has_a_tightrope,internal_component,e,ci,visual-form_and_surface,8,43,5.581,14,5.581,1,D,1,1,0,0,15,3.59,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
circus,circus,circus,inbeh_-_travels,entity_behavior,e,b,encyclopaedic,8,43,5.581,14,5.581,1,D,1,1,0,0,15,3.11,3.93,3.96,s,282.5,5.64,6,5,2,215.45,39.11,0,15,14,11,79,0.809,0.813,0,0,0,1,0,2,0,0,0,0,0,30,11,1
clock,clock,clock,has_hands,external_component,e,ce,visual-form_and_surface,18,30,18,1,35.539,3,ND,0.333,0.506,133.85,76.01,9,3.89,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,used_for_telling_time,function,s,f,function,18,30,18,1,42.757000000000005,2,D,0.5,0.421,0,0,21,4.56,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,eg_-_digital,subordinate,c,l,taxonomic,16,30,16,3,NA,3,ND,0.333,NA,107.2,0,12,2.32,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,has_numbers,external_component,e,ce,visual-form_and_surface,14,30,14,4,27.534,3,ND,0.333,0.508,125.5,76.13,11,4.57,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,inbeh_-_ticks,entity_behavior,e,b,sound,13,30,13,5,13,1,D,1,1,0,0,13,4.34,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,found_on_walls,location,s,l,encyclopaedic,12,30,12,6,19.5,2,D,0.5,0.615,0,0,14,4.05,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,is_electrical,internal_surface_property,e,si,visual-form_and_surface,10,30,10,7,69.516,6,ND,0.167,0.144,14.29,14.29,13,3.33,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,has_an_alarm,internal_component,e,ci,encyclopaedic,9,30,9,8,9,1,D,1,1,0,0,12,3.79,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,has_batteries,associated_entity,s,e,encyclopaedic,9,30,9,8,14.533999999999999,2,D,0.5,0.619,0,0,13,2.92,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,is_round,external_surface_property,e,se,visual-form_and_surface,9,30,9,8,442.811,41,ND,0.024,0.02,0,0,8,5.68,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,used_for_keeping_time,function,s,f,function,9,30,9,8,9,1,D,1,1,0,0,21,4.12,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,requires_winding,action,s,a,function,8,30,8,12,8,1,D,1,1,0,0,16,2.69,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,a_watch,coordinate,c,c,taxonomic,7,30,7,13,NA,1,D,1,NA,0,0,7,4.08,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
clock,clock,clock,has_a_face,external_component,e,ce,visual-form_and_surface,7,30,7,13,12.243,2,D,0.5,0.572,0,0,10,4.9,3.95,4.07,k,478.36,6.17,5,4,1,973.91,213.38,7,14,12,8,67,0.571,0.617,166.43,3,5,3,0,5,0,1,0,0,0,84,3,2
closet,closet,closet,used_for_storage,function,s,f,function,30,30,30,1,111.56,7,ND,0.143,0.269,73.58,73.58,16,3.68,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,used_for_storing_clothing,function,s,f,function,23,30,23,2,42.918,2,D,0.5,0.536,0,0,25,4.44,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,has_doors,external_component,e,ce,visual-form_and_surface,15,30,15,3,52.535000000000004,5,ND,0.2,0.286,44.08,44.08,9,5.27,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,has_hangers,associated_entity,s,e,encyclopaedic,14,30,14,4,14,1,D,1,1,0,0,11,4.11,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,has_shelves,internal_component,e,ci,visual-form_and_surface,13,30,13,5,13,1,D,1,1,0,0,11,4.22,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,is_dark,internal_surface_property,e,si,visual-form_and_surface,12,30,12,6,41.237,5,ND,0.2,0.291,52.88,52.88,7,5.33,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,is_small,external_surface_property,e,se,visual-form_and_surface,10,30,10,7,329.464,36,ND,0.028,0.03,0,0,8,5.86,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,used_for_storing_shoes,function,s,f,function,10,30,10,7,10,1,D,1,1,0,0,22,4.51,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,a_space,superordinate,c,h,taxonomic,9,30,9,9,NA,2,D,0.5,NA,0,0,7,3.35,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,found_in_bedrooms,location,s,l,encyclopaedic,8,30,8,10,19,2,D,0.5,0.421,0,0,17,4.69,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,is_messy,internal_surface_property,e,si,visual-form_and_surface,7,30,7,11,12.581,2,D,0.5,0.556,0,0,8,4.12,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,found_in_hallways,location,s,l,encyclopaedic,6,30,6,12,6,1,D,1,1,0,0,17,3.83,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
closet,closet,closet,has_hanging_bars,internal_component,e,ci,visual-form_and_surface,6,30,6,12,6,1,D,1,1,0,0,16,3.33,4.36,4.45,k,412.86,6.02,6,6,2,777.48,169.04,3,13,12,8,67,0.589,0.616,170.54,3,5,3,0,6,0,0,0,0,0,78,3,1
cloud,cloud,cloud,inbeh_-_produces_rain,entity_behavior,e,b,function,46,56,24.643,1,24.643,1,D,1,1,0,0,21,4.39,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,is_white,internal_surface_property,e,si,visual-colour,44,56,23.571,2,420.317,34,ND,0.029,0.056,7.58,7.58,8,6.31,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,found_in_the_sky,location,s,l,encyclopaedic,43,56,23.036,3,48.656,3,ND,0.333,0.473,62.15,62.15,16,5.47,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,is_fluffy,external_surface_property,e,se,tactile,24,56,12.857,4,41.702,6,ND,0.167,0.308,49.42,49.42,9,5.89,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,made_of_water_vapor,made_of,e,m,visual-form_and_surface,20,56,10.714,5,10.714,1,D,1,1,0,0,19,2.16,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,different_shapes,external_surface_property,e,se,visual-form_and_surface,18,56,9.643,6,32.941,5,ND,0.2,0.293,43.8,43.8,16,5.27,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,is_grey,external_surface_property,e,se,visual-colour,16,56,8.571,7,92.635,10,ND,0.1,0.093,0,0,7,4.94,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,associated_with_storms,associated_entity,s,e,encyclopaedic,11,56,5.893,8,12.209,2,D,0.5,0.483,0,0,22,4,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
cloud,cloud,cloud,is_dark,external_surface_property,e,se,visual-colour,10,56,5.357,9,41.237,5,ND,0.2,0.13,0,0,7,5.33,4.86,4.86,k,202.32,5.31,5,4,1,1419.74,165.81,2,9,9,3,33,0.392,0.426,162.95,4,11,1,0,2,3,0,0,0,1,54,2,0
clown,clown,clown,is_humorous,systemic_property,e,sys,encyclopaedic,49,75,19.6,1,19.6,1,D,1,1,0,0,11,2.4,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,beh_-_works_in_a_circus,entity_behavior,e,b,encyclopaedic,39,75,15.6,2,15.6,1,D,1,1,0,0,23,5.29,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,has_big_shoes,external_component,e,ce,visual-form_and_surface,37,75,14.8,3,14.8,1,D,1,1,0,0,13,5.25,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,has_a_red_nose,external_component,e,ce,visual-form_and_surface,34,75,13.6,4,13.6,1,D,1,1,0,0,14,6.21,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,is_scary,affect_emotion,i,a,encyclopaedic,34,75,13.6,4,24.1,3,ND,0.333,0.564,15.85,15.85,8,4.97,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,used_at_parties,time,s,t,encyclopaedic,30,75,12,6,24,2,D,0.5,0.5,0,0,15,4.76,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,beh_-_wears_makeup,entity_behavior,e,b,visual-form_and_surface,27,75,10.8,7,15.992,2,D,0.5,0.675,0,0,18,3.66,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,beh_-_wears_face_paint,entity_behavior,e,b,visual-form_and_surface,25,75,10,8,10,1,D,1,1,0,0,22,4.16,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,used_for_entertainment,function,s,f,function,21,75,8.4,9,48.167,4,ND,0.25,0.174,8.44,8.44,22,4.03,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,beh_-_wears_costumes,entity_behavior,e,b,visual-form_and_surface,18,75,7.2,10,7.2,1,D,1,1,0,0,20,4.69,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,is_colourful,external_surface_property,e,se,visual-colour,17,75,6.8,11,68.586,11,ND,0.091,0.099,7.41,7.41,12,5.47,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,beh_-_makes_people_laugh,entity_behavior,e,b,function,16,75,6.4,12,6.4,1,D,1,1,0,0,24,5.19,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,beh_-_wears_wigs,entity_behavior,e,b,visual-form_and_surface,14,75,5.6,13,5.6,1,D,1,1,0,0,16,3.15,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
clown,clown,clown,has_balloons,internal_component,e,ci,visual-form_and_surface,14,75,5.6,13,13.876,2,D,0.5,0.404,0,0,12,5.83,4.65,4.65,k,329.36,5.8,5,4,1,1022.23,315.65,3,14,14,11,79,0.727,0.744,31.69,2,2,2,0,7,1,0,0,0,0,112,4,0
coat,coat,coat,worn_for_warmth,function,s,f,function,15,30,15,1,190.695,14,ND,0.071,0.079,162.78,132.68,15,5.32,4.49,4.42,k,972.19,6.88,4,3,1,5908.93,109.3,9,19,18,4,22,0.277,0.248,1400.35,32,21,4,0,11,1,0,0,0,1,247,1,1
coat,coat,coat,is_warm,systemic_property,e,sys,tactile,11,30,11,2,40.111,5,ND,0.2,0.274,157.14,144.78,7,5.34,4.49,4.42,k,972.19,6.88,4,3,1,5908.93,109.3,9,19,18,4,22,0.277,0.248,1400.35,32,21,4,0,11,1,0,0,0,1,247,1,1
coat,coat,coat,has_buttons,external_component,e,ce,visual-form_and_surface,10,30,10,3,74.094,7,ND,0.143,0.135,192.8,159.34,11,5.51,4.49,4.42,k,972.19,6.88,4,3,1,5908.93,109.3,9,19,18,4,22,0.277,0.248,1400.35,32,21,4,0,11,1,0,0,0,1,247,1,1
coat,coat,coat,has_sleeves,external_component,e,ce,visual-form_and_surface,10,30,10,3,53,4,ND,0.25,0.189,210.02,174.72,11,5.08,4.49,4.42,k,972.19,6.88,4,3,1,5908.93,109.3,9,19,18,4,22,0.277,0.248,1400.35,32,21,4,0,11,1,0,0,0,1,247,1,1
